23,5,血中に含まれ、酸素を運ぶ役割を担っているのは次のうちどれでしょうか？,赤血球,白血球,血小板,青血球
24,5,筋繊維に傷がついた時、元の状態以上になって修復される減少のことをなんというでしょうか？,超回復,超修復,超改善,超治癒
25,5,原子や分子の動きが最小限になる絶対零度は、次のうちどれでしょうか？,－273.15℃,－273.27℃,－270.73℃,－279.95℃
26,5,銅線を何重にも巻きつけて、ヘッドフォンやモーターの内部に使えわれているものは何でしょうか？,コイル,コルク,ソイル,メルク
27,5,300年以上証明・反証させなかったフェルマーの最終定理を証明した数学者の名前はなんでしょうか？,アンドリュー・ワイルズ,谷山豊,ジョン・ナッシュ,望月新一
28,5,小柴昌俊によって岐阜県の神岡鉱山内に建てられたニュートリノ検出装置の名前はなんでしょうか？,スーパーカミオカンデ,スーパーコシバカンデ,スーパーNTカンデ,スーパーギフカンデ
29,5,カブトガニの血液は高額で取引されているが、それは次のうち何が検出出来るため？,エンドトキシン,ガン細胞,O157,口蹄疫
30,5,｢神の粒子｣とも呼ばれ、質量を与えるとされる粒子は次のうちどれでしょう？,ヒッグス粒子,重力子,ニュートリノ,クォーク
31,5,太陽の放つ光が地球に届くまで、約何分間かかるでしょうか？,8分間,1分間,50分間,1440分間
32,5,タイヤの溝は、次のもののうち何に対応するために存在しているでしょうか？,水,雪,ブレーキ,小石
33,5,最も質量が大きいと考えられる星は次のうちどれでしょうか？,金星,冥王星,火星,月
34,5,次のうち半数致死量が最も少量で毒性が高いのは何でしょうか？,リシン ,ニコチン,パラチオン,ホウ酸
35,5,初めて地球から宇宙へ行った動物は次のうちどれでしょうか？,ハエ,人間,犬,ネズミ
36,5,日本で起きる地震は全世界の何%を占めるでしょうか？,10%,3%,6%,30%
37,5,潮の道引きに大きく関係しているのは次のうちどれでしょうか？,月,寒暖差,二酸化炭素,太陽
38,5,陸上で最速の動物と言われる動物は次のうちどの動物でしょうか？,チーター,ライオン,ウマ,サイ
39,5,現代において最も人間を死に至らしめる原因となっている動物は何でしょうか？,蚊,人間,サメ,ハエ
40,5,世界アンチ・ドーピング機構に禁止薬として定められているのは次のうちどれでしょうか？,カフェイン,クエン酸,コカイン,シイタケ
41,5,氷が溶けるのは約０度、では金が溶ける温度は約何度？,1000度,2000度,500度,200度
42,5,自然選択説(自然淘汰説)を唱え、進化論の形成に大きく貢献した生物学者といえば次のうち誰でしょうか？,ダーウィン,フリース,メンデル,マイヤー
43,5,次の中で現実に存在しない、仮想の金属はどれでしょうか？,オリハルコン,超々ジュラルミン,ニクロム,スターリングシルバー
44,5,次のアルコールのうち、戦時中などに飲まれ主に目への健康被害が報告されたものははどれ？,メタノール,エタノール,セタノール,グリセリン
45,5,次の目の要素のうち、目で見た情報を電気信号に変換する働きを持つのはどれ？,網膜,角膜,瞳孔,水晶体
46,5,次の島の中で、膵臓の中にある島はどれでしょうか？,ランゲルハンス島,バンクーバー島,青衣島,セントビンセント島	
47,5,唾液に含まれる消化酵素は、次のうち何を糖に変える作用がありますか？,デンプン,たんぱく質,糖質,コレステロール
48,5,次のうち、膵臓から分泌されるホルモンはどれ？,インスリン,メラトニン,エストロゲン,チロキシン
49,5,太陽系を含む銀河は、次のうち何と呼ばれている？,天の川銀河,太陽銀河系,クエーサー,アンドロメダ銀河
50,5,東京の気温は、過去100年間で何度上昇した？,約3度,約1度,約8度,約10度
