32,3,｢交響曲第9番｣や｢エリーゼのために｣で著名な作曲家は次のうち誰でしょう？,ベートーヴェン,バッハ,ブラームス,ワーグナー
33,3,卒業式などで歌われる「蛍の光」の現況は、どの国の音楽でしょうか？,スコットランド,日本,アメリカ,イタリア
34,3,音楽の強弱法において、｢非常に強く｣を意味する言葉は次のうちどれでしょうか？,フォルティッシモ,フォルテ,ピアニッシモ,スタッカート
35,3,現代音楽家｢ジョン・ケージ｣によって作曲された、演奏を行わない楽曲は次のうちどれでしょうか？,4′33,虚無への供物,Silence,アグレロ
36,3,西洋音楽において、音楽の三大要素とされるのは「メロディ」「リズム」とあと一つは何？,ハーモニー,アンサンブル, シンコペーション,ピアノ
37,3,作曲家「ブライアン・イーノ」により提唱された、過度な主張をせず、場の雰囲気を演出するための音楽のジャンルは次のうちどれでしょうか？,アンビエント,ヒーリング,BGM,チルアウト
38,3,書道において最低限必要とされる「文房四宝」に含まれないものは次のうちどれでしょうか？,筆,硯,紙,文鎮
39,3,その幻想的な音色から人々を熱狂させたものの、演奏の禁止令が出て世界から消えてしまった楽器は何でしょう？,アルモニカ,パンハルモニコン,エンドピン,カシローラ40,3,踊りによる芸術「バレエ」は、次のうちどの芸術から独立して発生した？,オペラ,民族舞踊,ワルツ,フラメンコ
41,3,シンセサイザーによる音楽で、初めてミリオンセラーを記録したアルバム「スイッチト・オン・バッハ」に使用されたシンセサイザーのメーカーは次のうちどれでしょうか？,モーグ,ヤマハ,ローランド,アープ 
42,3,盆栽において、枝が上向きに広がっているものは次のうち何と呼ばれるでしょうか？,箒立ち,根上り,吹流し,苔玉
43,3,現代建築における脱構築主義の代表的人物で、コンペで優勝しても建築されない建物が多いことから「アンビルトの女王」と呼ばれる人物は誰でしょうか？,ザハ・ハディド,乾久美子,アンゲラ・メルケル ,ゴルダ・メイア
44,3,コンテンポラリー・ダンスのうち、日本の舞踊家「土方巽」が確立した踊りの名称は次のうちどれ？,暗黒舞踏,現代舞踊,ニューバレエ,モダンダンス
45,3,茶道の「わび茶」の完成車とされ、「茶聖」と呼ばれた人物は誰？,千利休,一休,千宗室,新島八重
46,3,雅楽の舞楽において生まれた概念で、現在は文章やストーリーの展開を考える際などに用いられるのは次のうちどれ？,序破急,起承転結,起承鋪叙結,黄金比
47,3,推理小説の基本的なルールとされる「ノックスの十戒」で、認められていない存在は？,中国人,アリバイ,暴力,密室
48,3,「そして誰もいなくなった」「もの言えぬ証人」等を著した推理小説家で、「ミステリーの女王」を呼ばれたのは誰？",アガサ・クリスティー,Ｊ・Ｋ・ローリング,フランソワーズ・サガン,金子みすゞ
49,3,中世を中心に、現在の「スポンサー」とよく似た役割だった人たちの呼び方を何と呼ぶ？,パトロン,タニマチ,ディレクター,コンシューマー
50,3,古楽器で、のちのピアノの元となった楽器は次のうちどれでしょうか？,チェンバロ,リュート,セルパン,バリトン 
